num diffs,metric,mutation rate,coverage,k-length,score,,,,,
1883,BC,1.00E-05,10,30,0.220535288,,,,,
8021,BC,1.00E-05,10,40,0.343731075,,,,,
2565,BC,1.00E-05,20,10,0.067049777,,,,,
17372,BC,1.00E-05,20,20,0.177696897,,,,,
6876,BC,1.00E-05,20,30,0.218893837,,,,,
4345,BC,1.00E-05,20,40,0.134876123,,,,,
2186,BC,1.00E-05,30,10,0.05252219,,,,,
5037,BC,1.00E-05,30,20,0.102721855,,,,,
3848,BC,1.00E-05,30,30,0.142168569,,,,,
801,BC,1.00E-05,30,40,0.150548469,,,,,
9029,BC,1.00E-05,40,10,0.060762373,,,,,
1496,BC,1.00E-05,40,20,0.168819303,,,,,
9159,BC,1.00E-05,40,30,0.13919041,,,,,
4740,BC,1.00E-05,40,40,0.149887808,,,,,
38180,BC,3.00E-05,10,10,0.153996287,,,,,
24203,BC,3.00E-05,10,20,0.279338739,,,,,
32941,BC,3.00E-05,10,30,0.350094515,,,,,
16479,BC,3.00E-05,10,40,0.468777828,,,,,
6314,BC,3.00E-05,20,10,0.07969919,,,,,
27064,BC,3.00E-05,20,20,0.323783197,,,,,
16411,BC,3.00E-05,20,30,0.184666577,,,,,
25811,BC,3.00E-05,20,40,0.399144015,,,,,
13896,BC,3.00E-05,30,10,0.087864115,,,,,
31449,BC,3.00E-05,30,20,0.298392717,,,,,
16324,BC,3.00E-05,30,30,0.276452616,,,,,
29746,BC,3.00E-05,30,40,0.456609841,,,,,
22565,BC,3.00E-05,40,10,0.085559411,,,,,
34454,BC,3.00E-05,40,20,0.264259313,,,,,
45993,BC,3.00E-05,40,30,0.278531692,,,,,
36276,BC,3.00E-05,40,40,0.531721722,,,,,
11787,BC,1.00E-05,10,10,0.117502972,,,,,
14448,BC,1.00E-05,10,20,0.223618461,,,,,
7357,BC,1.00E-05,10,30,0.261429499,,,,,
3547,BC,1.00E-05,10,40,0.256911039,,,,,
12003,BC,1.00E-05,20,10,0.080717325,,,,,
5473,BC,1.00E-05,20,20,0.136985148,,,,,
3856,BC,1.00E-05,20,30,0.16218319,,,,,
5439,BC,1.00E-05,20,40,0.219850472,,,,,
12504,BC,1.00E-05,30,10,0.083215531,,,,,
5938,BC,1.00E-05,30,20,0.111825983,,,,,
3788,BC,1.00E-05,30,30,0.139573888,,,,,
5031,BC,1.00E-05,30,40,0.224760643,,,,,
6201,BC,1.00E-05,40,10,0.067390545,,,,,
8237,BC,1.00E-05,40,20,0.097798493,,,,,
3371,BC,1.00E-05,40,30,0.123215138,,,,,
6455,BC,1.00E-05,40,40,0.276963583,,,,,
65980,BC,3.00E-05,10,10,0.21444188,,,,,
12916,BC,3.00E-05,10,20,0.231490115,,,,,
15514,BC,3.00E-05,10,30,0.416532429,,,,,
26262,BC,3.00E-05,10,40,0.509939855,,,,,
9018,BC,3.00E-05,20,10,0.078013658,,,,,
27177,BC,3.00E-05,20,20,0.269301751,,,,,
14041,BC,3.00E-05,20,30,0.22091273,,,,,
9888,BC,3.00E-05,20,40,0.28672311,,,,,
32194,BC,3.00E-05,30,10,0.10643083,,,,,
30164,BC,3.00E-05,30,20,0.250296297,,,,,
23067,BC,3.00E-05,30,30,0.335408572,,,,,
15667,BC,3.00E-05,30,40,0.226676872,,,,,
16384,BC,3.00E-05,40,10,0.058086568,,,,,
21297,BC,3.00E-05,40,20,0.239571654,,,,,
14887,BC,3.00E-05,40,30,0.263781242,,,,,
39446,BC,3.00E-05,40,40,0.380596675,,,,,
15899,BC,1.00E-05,10,10,0.102220272,,,,,
6435,BC,1.00E-05,10,20,0.223569043,,,,,
1525,BC,1.00E-05,10,30,0.229428384,,,,,
5855,BC,1.00E-05,10,40,0.359083419,,,,,
5741,BC,1.00E-05,20,10,0.07892745,,,,,
4692,BC,1.00E-05,20,20,0.133156129,,,,,
10172,BC,1.00E-05,20,30,0.28105731,,,,,
8332,BC,1.00E-05,20,40,0.182220533,,,,,
9100,BC,1.00E-05,30,10,0.073182868,,,,,
5898,BC,1.00E-05,30,20,0.128844127,,,,,
2913,BC,1.00E-05,30,30,0.149906071,,,,,
13418,BC,1.00E-05,30,40,0.314795225,,,,,
5408,BC,1.00E-05,40,10,0.052268308,,,,,
9244,BC,1.00E-05,40,20,0.102677344,,,,,
2836,BC,1.00E-05,40,30,0.106153912,,,,,
3093,BC,1.00E-05,40,40,0.151599857,,,,,
8541,BC,3.00E-05,10,10,0.101168298,,,,,
56749,BC,3.00E-05,10,20,0.519615474,,,,,
39063,BC,3.00E-05,10,30,0.604225315,,,,,
13197,BC,3.00E-05,10,40,0.411592702,,,,,
39092,BC,3.00E-05,20,10,0.078174305,,,,,
31200,BC,3.00E-05,20,20,0.110028468,,,,,
33747,BC,3.00E-05,20,30,0.324373393,,,,,
21476,BC,3.00E-05,20,40,0.170997218,,,,,
832,BC,3.00E-05,30,10,0.059435904,,,,,
6519,BC,3.00E-05,30,20,0.144156807,,,,,
4508,BC,3.00E-05,30,30,0.143560817,,,,,
33304,BC,3.00E-05,30,40,0.402734596,,,,,
17582,BC,3.00E-05,40,10,0.072382459,,,,,
9634,BC,3.00E-05,40,20,0.113690735,,,,,
39736,BC,3.00E-05,40,30,0.370790326,,,,,
16525,BC,3.00E-05,40,40,0.15812264,,,,,
9014,BC,1.00E-05,10,10,0.100977257,,,,,
4597,BC,1.00E-05,10,20,0.206526526,,,,,
9389,BC,1.00E-05,10,30,0.227895609,,,,,
6327,BC,1.00E-05,10,40,0.295086426,,,,,
6871,BC,1.00E-05,20,10,0.090004317,,,,,
2644,BC,1.00E-05,20,20,0.120918524,,,,,
8958,BC,1.00E-05,20,30,0.233625921,,,,,
5443,BC,1.00E-05,20,40,0.153728867,,,,,
2549,BC,1.00E-05,30,10,0.053790497,,,,,
11330,BC,1.00E-05,30,20,0.114084723,,,,,
18262,BC,1.00E-05,30,30,0.304585739,,,,,
7705,BC,1.00E-05,30,40,0.198643029,,,,,
8237,BC,1.00E-05,40,10,0.058549954,,,,,
5340,BC,1.00E-05,40,20,0.12295957,,,,,
5970,BC,1.00E-05,40,30,0.141581401,,,,,
6589,BC,1.00E-05,40,40,0.141243686,,,,,
9173,BC,3.00E-05,10,10,0.121886354,,,,,
12512,BC,3.00E-05,10,20,0.277939635,,,,,
22860,BC,3.00E-05,10,30,0.403188151,,,,,
38181,BC,3.00E-05,10,40,0.609857481,,,,,
17633,BC,3.00E-05,20,10,0.111647947,,,,,
34991,BC,3.00E-05,20,20,0.277499981,,,,,
45042,BC,3.00E-05,20,30,0.40527326,,,,,
11659,BC,3.00E-05,20,40,0.330928219,,,,,
17070,BC,3.00E-05,30,10,0.105428343,,,,,
15676,BC,3.00E-05,30,20,0.250631595,,,,,
27633,BC,3.00E-05,30,30,0.438358964,,,,,
9766,BC,3.00E-05,30,40,0.266993613,,,,,
21792,BC,3.00E-05,40,10,0.095297351,,,,,
34058,BC,3.00E-05,40,20,0.117040338,,,,,
8958,BC,3.00E-05,40,30,0.301769804,,,,,
23889,BC,3.00E-05,40,40,0.361088989,,,,,
5005,BC,1.00E-05,10,10,0.09275202,,,,,
11467,BC,1.00E-05,10,20,0.260414056,,,,,
9015,BC,1.00E-05,10,30,0.232380165,,,,,
2107,BC,1.00E-05,10,40,0.289300933,,,,,
7106,BC,1.00E-05,20,10,0.082296393,,,,,
8682,BC,1.00E-05,20,20,0.192553482,,,,,
7062,BC,1.00E-05,20,30,0.175972152,,,,,
7653,BC,1.00E-05,20,40,0.184732479,,,,,
4281,BC,1.00E-05,30,10,0.054660832,,,,,
2349,BC,1.00E-05,30,20,0.083759652,,,,,
7356,BC,1.00E-05,30,30,0.252713717,,,,,
7470,BC,1.00E-05,30,40,0.288593626,,,,,
7627,BC,1.00E-05,40,10,0.050099905,,,,,
8560,BC,1.00E-05,40,20,0.133180767,,,,,
2994,BC,1.00E-05,40,30,0.111722662,,,,,
6944,BC,1.00E-05,40,40,0.20280345,,,,,
4065,BC,3.00E-05,10,10,0.088190609,,,,,
32322,BC,3.00E-05,10,20,0.378211658,,,,,
28880,BC,3.00E-05,10,30,0.411499753,,,,,
35164,BC,3.00E-05,10,40,0.396158823,,,,,
20021,BC,3.00E-05,20,10,0.078709925,,,,,
10918,BC,3.00E-05,20,20,0.226475138,,,,,
23079,BC,3.00E-05,20,30,0.14148723,,,,,
16285,BC,3.00E-05,20,40,0.236902042,,,,,
12632,BC,3.00E-05,30,10,0.085160692,,,,,
13349,BC,3.00E-05,30,20,0.147469769,,,,,
18228,BC,3.00E-05,30,30,0.197140732,,,,,
12712,BC,3.00E-05,30,40,0.417058608,,,,,
27822,BC,3.00E-05,40,10,0.136623472,,,,,
5122,BC,3.00E-05,40,20,0.138894213,,,,,
17428,BC,3.00E-05,40,30,0.146103037,,,,,
6831,BC,3.00E-05,40,40,0.170919,,,,,
4368,BC,1.00E-05,10,10,0.093609492,,,,,
9429,BC,1.00E-05,10,20,0.234026756,,,,,
11147,BC,1.00E-05,10,30,0.235068209,,,,,
7739,BC,1.00E-05,10,40,0.375218039,,,,,
7933,BC,1.00E-05,20,10,0.069913006,,,,,
2232,BC,1.00E-05,20,20,0.153117582,,,,,
5468,BC,1.00E-05,20,30,0.128936157,,,,,
9879,BC,1.00E-05,20,40,0.182989787,,,,,
14977,BC,1.00E-05,30,10,0.091692123,,,,,
13568,BC,1.00E-05,30,20,0.157524777,,,,,
5770,BC,1.00E-05,30,30,0.1263637,,,,,
9233,BC,1.00E-05,30,40,0.231408518,,,,,
3995,BC,1.00E-05,40,10,0.051302224,,,,,
12420,BC,1.00E-05,40,20,0.109512555,,,,,
5307,BC,1.00E-05,40,30,0.111415828,,,,,
12457,BC,1.00E-05,40,40,0.253756381,,,,,
42966,BC,3.00E-05,10,10,0.123491136,,,,,
730,BC,3.00E-05,10,20,0.174670121,,,,,
18996,BC,3.00E-05,10,30,0.416887851,,,,,
49292,BC,3.00E-05,10,40,0.491824181,,,,,
2943,BC,3.00E-05,20,10,0.114225772,,,,,
18407,BC,3.00E-05,20,20,0.390554087,,,,,
27989,BC,3.00E-05,20,30,0.232745707,,,,,
15128,BC,3.00E-05,20,40,0.644356937,,,,,
9809,BC,3.00E-05,30,10,0.076256168,,,,,
13462,BC,3.00E-05,30,20,0.259049934,,,,,
34586,BC,3.00E-05,30,30,0.23360147,,,,,
10351,BC,3.00E-05,30,40,0.303057071,,,,,
34581,BC,3.00E-05,40,10,0.109081503,,,,,
41785,BC,3.00E-05,40,20,0.345451507,,,,,
21938,BC,3.00E-05,40,30,0.195746622,,,,,
16395,BC,3.00E-05,40,40,0.209411596,,,,,
6852,BC,1.00E-05,10,10,0.098867386,,,,,
9995,BC,1.00E-05,10,20,0.247326718,,,,,
7761,BC,1.00E-05,10,30,0.263934744,,,,,
1645,BC,1.00E-05,10,40,0.274360639,,,,,
7428,BC,1.00E-05,20,10,0.084618237,,,,,
8951,BC,1.00E-05,20,20,0.124058132,,,,,
15900,BC,1.00E-05,20,30,0.177269294,,,,,
6678,BC,1.00E-05,20,40,0.207260268,,,,,
5111,BC,1.00E-05,30,10,0.053846528,,,,,
13879,BC,1.00E-05,30,20,0.153338581,,,,,
6699,BC,1.00E-05,30,30,0.194297142,,,,,
5188,BC,1.00E-05,30,40,0.141081741,,,,,
5439,BC,1.00E-05,40,10,0.055078678,,,,,
5114,BC,1.00E-05,40,20,0.102622594,,,,,
6109,BC,1.00E-05,40,30,0.144070877,,,,,
5881,BC,1.00E-05,40,40,0.176199874,,,,,
44082,BC,3.00E-05,10,10,0.13875656,,,,,
,,,,,,,,,,
