num diffs,metric,mutation rate,coverage,k-length,score,hash
847,BF,1e-06,15,30,0.9748549609110649,5
847,BF,1e-06,15,30,0.9775394534376709,6
847,BF,1e-06,15,30,0.979698537241242,7
1267,BC,1e-06,15,40,0.16071231865616709,0
1267,BF,1e-06,15,40,0.9668321016986742,5
1267,BF,1e-06,15,40,0.9703819755155394,6
1267,BF,1e-06,15,40,0.973224436709856,7
270,BC,1e-06,20,10,0.05941253947052194,0
270,BF,1e-06,20,10,0.9939934871104344,5
270,BF,1e-06,20,10,0.9943867047889303,6
270,BF,1e-06,20,10,0.9947264271452602,7
578,BC,1e-06,20,20,0.10265871785639935,0
578,BF,1e-06,20,20,0.9869446715432106,5
578,BF,1e-06,20,20,0.9883533620529041,6
578,BF,1e-06,20,20,0.9894887697973094,7
1466,BC,1e-06,20,30,0.12173784241331742,0
1466,BF,1e-06,20,30,0.9801156754846028,5
1466,BF,1e-06,20,30,0.982255212912922,6
1466,BF,1e-06,20,30,0.9839858936868622,7
533,BC,1e-06,20,40,0.1262261517826736,0
533,BF,1e-06,20,40,0.9797630960818355,5
533,BF,1e-06,20,40,0.9819439611613842,6
533,BF,1e-06,20,40,0.9837144662914385,7
2028,BC,1e-06,30,10,0.045828224420228714,0
2028,BF,1e-06,30,10,0.9962779116397362,5
2028,BF,1e-06,30,10,0.9965245740669103,6
2028,BF,1e-06,30,10,0.9967421046506775,7
496,BC,1e-06,30,20,0.08619768065780564,0
496,BF,1e-06,30,20,0.99045975387135,5
496,BF,1e-06,30,20,0.991491165716832,6
496,BF,1e-06,30,20,0.9923154810018512,7
541,BC,1e-06,30,30,0.09301008249113962,0
541,BF,1e-06,30,30,0.9893691236250001,5
541,BF,1e-06,30,30,0.9905158350581973,6
541,BF,1e-06,30,30,0.9914457996450619,7
379,BC,1e-06,30,40,0.09790234418112587,0
379,BF,1e-06,30,40,0.9880238272106238,5
379,BF,1e-06,30,40,0.9893147848035708,6
379,BF,1e-06,30,40,0.9903417776066243,7
44,BC,1e-06,40,10,0.036460230595608545,0
44,BF,1e-06,40,10,0.9973393076700676,5
44,BF,1e-06,40,10,0.9975226450951235,6
44,BF,1e-06,40,10,0.9976817084279108,7
419,BC,1e-06,40,20,0.07056027426435518,0
419,BF,1e-06,40,20,0.99393745254653,5
419,BF,1e-06,40,20,0.9945900732992892,6
419,BF,1e-06,40,20,0.9951158170792204,7
1188,BC,1e-06,40,30,0.09000729691474374,0
1188,BF,1e-06,40,30,0.9874858253556077,5
1188,BF,1e-06,40,30,0.9888336380000204,6
1188,BF,1e-06,40,30,0.9899255723670031,7
879,BC,1e-06,40,40,0.08910737381138945,0
879,BF,1e-06,40,40,0.9901687516622034,5
879,BF,1e-06,40,40,0.9912361806461034,6
879,BF,1e-06,40,40,0.992087406648778,7
6172,BC,1e-05,10,10,0.1011168876820252,0
6172,BF,1e-05,10,10,0.9827917845841605,5
6172,BF,1e-05,10,10,0.9839258318119067,6
6172,BF,1e-05,10,10,0.98491115424957,7
3387,BC,1e-05,10,20,0.19600406361067546,0
3387,BF,1e-05,10,20,0.9550984965033679,5
3387,BF,1e-05,10,20,0.9598258077865947,6
3387,BF,1e-05,10,20,0.9636434770800324,7
9265,BC,1e-05,10,30,0.2851290130001187,0
9265,BF,1e-05,10,30,0.9184065321962842,5
9265,BF,1e-05,10,30,0.9268419558101763,6
9265,BF,1e-05,10,30,0.9336566204867001,7
15884,BC,1e-05,10,40,0.48112010222514734,0
15884,BF,1e-05,10,40,0.8222601082847806,5
15884,BF,1e-05,10,40,0.8399949441444928,6
15884,BF,1e-05,10,40,0.8545199200812083,7
5057,BC,1e-05,15,10,0.08538153801371373,0
5057,BF,1e-05,15,10,0.9869539073170579,5
5057,BF,1e-05,15,10,0.9877946918724259,6
5057,BF,1e-05,15,10,0.9885476605724899,7
9955,BC,1e-05,15,20,0.1506666217153303,0
9955,BF,1e-05,15,20,0.9743744455136067,5
9955,BF,1e-05,15,20,0.9771360737993842,6
9955,BF,1e-05,15,20,0.9793628245755652,7
11315,BC,1e-05,15,30,0.23228780966612628,0
11315,BF,1e-05,15,30,0.9489650615699066,5
11315,BF,1e-05,15,30,0.9544775923762665,6
11315,BF,1e-05,15,30,0.9589149218997101,7
7193,BC,1e-05,15,40,0.2742984181736723,0
7193,BF,1e-05,15,40,0.9179026766470935,5
7193,BF,1e-05,15,40,0.9265798345130809,6
7193,BF,1e-05,15,40,0.9336284548391495,7
8694,BC,1e-05,20,10,0.0935674582463587,0
8694,BF,1e-05,20,10,0.9834646034583452,5
8694,BF,1e-05,20,10,0.9845477272395871,6
8694,BF,1e-05,20,10,0.9854966578888652,7
996,BC,1e-05,20,20,0.10237169916702271,0
996,BF,1e-05,20,20,0.9875530542768924,5
996,BF,1e-05,20,20,0.9889118017769025,6
996,BF,1e-05,20,20,0.9899881428436524,7
11386,BC,1e-05,20,30,0.21873238355112834,0
11386,BF,1e-05,20,30,0.947745926710309,5
11386,BF,1e-05,20,30,0.9534015910337028,6
11386,BF,1e-05,20,30,0.9579875410176107,7
4606,BC,1e-05,20,40,0.14876113126099788,0
4606,BF,1e-05,20,40,0.9751669936229141,5
4606,BF,1e-05,20,40,0.9778484061279846,6
4606,BF,1e-05,20,40,0.9800124951775583,7
10250,BC,1e-05,30,10,0.06629602111720068,0
10250,BF,1e-05,30,10,0.9920205820544992,5
10250,BF,1e-05,30,10,0.9925626182369076,6
10250,BF,1e-05,30,10,0.9930258855551812,7
242,BC,1e-05,30,20,0.13284193248154075,0
242,BF,1e-05,30,20,0.9755918400637489,5
242,BF,1e-05,30,20,0.978237904472496,6
242,BF,1e-05,30,20,0.9803829736692997,7
8652,BC,1e-05,30,30,0.2112586839403442,0
8652,BF,1e-05,30,30,0.955433643297285,5
8652,BF,1e-05,30,30,0.9603328587642774,6
8652,BF,1e-05,30,30,0.9642638426307086,7
8166,BC,1e-05,30,40,0.110897505673335,0
8166,BF,1e-05,30,40,0.9863917429308273,5
8166,BF,1e-05,30,40,0.9878944313520248,6
8166,BF,1e-05,30,40,0.9890965834199937,7
7411,BC,1e-05,40,10,0.055472036472043795,0
7411,BF,1e-05,40,10,0.9925010536096568,5
7411,BF,1e-05,40,10,0.9930215624926062,6
7411,BF,1e-05,40,10,0.9934725062003763,7
5522,BC,1e-05,40,20,0.08951864222162897,0
5522,BF,1e-05,40,20,0.9893841073860311,5
5522,BF,1e-05,40,20,0.9905422023846544,6
5522,BF,1e-05,40,20,0.9914736215250955,7
9889,BC,1e-05,40,30,0.12171666445963336,0
9889,BF,1e-05,40,30,0.9826536536988043,5
9889,BF,1e-05,40,30,0.9845435392707634,6
9889,BF,1e-05,40,30,0.986054845523443,7
14965,BC,1e-05,40,40,0.28589394146842306,0
14965,BF,1e-05,40,40,0.9244233557461293,5
14965,BF,1e-05,40,40,0.9327112191097751,6
14965,BF,1e-05,40,40,0.9393994410276165,7
18874,BC,3e-05,10,10,0.1460881344893713,0
18874,BF,3e-05,10,10,0.9660810005948115,5
18874,BF,3e-05,10,10,0.9682652413278671,6
18874,BF,3e-05,10,10,0.9702208620211754,7
23156,BC,3e-05,10,20,0.30783126982321407,0
23156,BF,3e-05,10,20,0.9043602801108044,5
23156,BF,3e-05,10,20,0.9143035107882571,6
23156,BF,3e-05,10,20,0.9224651350373547,7
3550,BC,3e-05,10,30,0.26870770577722636,0
3550,BF,3e-05,10,30,0.9214467338586048,5
3550,BF,3e-05,10,30,0.9296299821078688,6
3550,BF,3e-05,10,30,0.9362102072776408,7
12054,BC,3e-05,10,40,0.4610791559746591,0
12054,BF,3e-05,10,40,0.8317021238693847,5
12054,BF,3e-05,10,40,0.8486982706358172,6
12054,BF,3e-05,10,40,0.862419822462823,7
35627,BC,3e-05,15,10,0.11420561598383294,0
35627,BF,3e-05,15,10,0.9793500996855633,5
35627,BF,3e-05,15,10,0.9807258652538562,6
