num diffs,metric,mutation rate,coverage,k-length,score,hash
35627,BF,3e-05,15,10,0.9819033503233507,7
16524,BC,3e-05,15,20,0.30455583480245474,0
16524,BF,3e-05,15,20,0.9097444535707482,5
16524,BF,3e-05,15,20,0.9194502616748852,6
16524,BF,3e-05,15,20,0.9272943421478221,7
31941,BC,3e-05,15,30,0.4929565801104139,0
31941,BF,3e-05,15,30,0.8537903145283826,5
31941,BF,3e-05,15,30,0.8700502326852155,6
31941,BF,3e-05,15,30,0.8830189076565138,7
11548,BC,3e-05,15,40,0.41934206845850786,0
11548,BF,3e-05,15,40,0.8570119694805803,5
11548,BF,3e-05,15,40,0.8721570678101711,6
11548,BF,3e-05,15,40,0.8844922455068089,7
19976,BC,3e-05,20,10,0.123257622906638,0
19976,BF,3e-05,20,10,0.9747581167555994,5
19976,BF,3e-05,20,10,0.9764301066045565,6
19976,BF,3e-05,20,10,0.9778671802660203,7
28443,BC,3e-05,20,20,0.3019815968947698,0
28443,BF,3e-05,20,20,0.9296090980827196,5
28443,BF,3e-05,20,20,0.9374537462022937,6
28443,BF,3e-05,20,20,0.9436807082775144,7
44216,BC,3e-05,20,30,0.5065576569612703,0
44216,BF,3e-05,20,30,0.8451362448435367,5
44216,BF,3e-05,20,30,0.8623471525691206,6
44216,BF,3e-05,20,30,0.8761037895936896,7
38453,BC,3e-05,20,40,0.40518226478326347,0
38453,BF,3e-05,20,40,0.8968268669598936,5
38453,BF,3e-05,20,40,0.9086275294215425,6
38453,BF,3e-05,20,40,0.9180053825738851,7
12804,BC,3e-05,30,10,0.10259941025716068,0
12804,BF,3e-05,30,10,0.9784434862878035,5
12804,BF,3e-05,30,10,0.9798928456319078,6
12804,BF,3e-05,30,10,0.9811612972946098,7
22977,BC,3e-05,30,20,0.1896313321855877,0
22977,BF,3e-05,30,20,0.9657530931974354,5
22977,BF,3e-05,30,20,0.9695472057942354,6
22977,BF,3e-05,30,20,0.9725835694305135,7
8054,BC,3e-05,30,30,0.23925180253547773,0
8054,BF,3e-05,30,30,0.950937538679127,5
8054,BF,3e-05,30,30,0.9566121708015107,6
8054,BF,3e-05,30,30,0.9611049184293993,7
22015,BC,3e-05,30,40,0.42944303110784177,0
22015,BF,3e-05,30,40,0.8618372467931766,5
22015,BF,3e-05,30,40,0.8770088682424326,6
22015,BF,3e-05,30,40,0.889212933232029,7
20650,BC,3e-05,40,10,0.1070382568470033,0
20650,BF,3e-05,40,10,0.9763233270448985,5
20650,BF,3e-05,40,10,0.9779626748216779,6
20650,BF,3e-05,40,10,0.9793890312962631,7
21465,BC,3e-05,40,20,0.2243800300633041,0
21465,BF,3e-05,40,20,0.9564032283245221,5
21465,BF,3e-05,40,20,0.9612708021164846,6
21465,BF,3e-05,40,20,0.9651602637431193,7
15915,BC,3e-05,40,30,0.2538378693365604,0
15915,BF,3e-05,40,30,0.9460436843171931,5
15915,BF,3e-05,40,30,0.9521333052390387,6
15915,BF,3e-05,40,30,0.9569875336638916,7
72591,BC,3e-05,40,40,0.5547740720919958,0
72591,BF,3e-05,40,40,0.8507121236180402,5
72591,BF,3e-05,40,40,0.8684405067360559,6
72591,BF,3e-05,40,40,0.8825117474633715,7
822,BC,1e-06,10,10,0.08705904050897018,0
822,BF,1e-06,10,10,0.9873854264614013,5
822,BF,1e-06,10,10,0.9882103897782244,6
822,BF,1e-06,10,10,0.9889269225885597,7
730,BC,1e-06,10,20,0.17638656927047214,0
730,BF,1e-06,10,20,0.9627044341041117,5
730,BF,1e-06,10,20,0.9666356419143147,6
730,BF,1e-06,10,20,0.9698112260540616,7
860,BC,1e-06,10,30,0.21003678254132607,0
860,BF,1e-06,10,30,0.9481289446363,5
860,BF,1e-06,10,30,0.9535071993115993,6
860,BF,1e-06,10,30,0.9578861506479819,7
916,BC,1e-06,10,40,0.25835205861980337,0
916,BF,1e-06,10,40,0.925431012287375,5
916,BF,1e-06,10,40,0.9329788419630051,6
916,BF,1e-06,10,40,0.9391723726084794,7
629,BC,1e-06,15,10,0.07062905791758933,0
629,BF,1e-06,15,10,0.9914706898735418,5
629,BF,1e-06,15,10,0.9920237333421281,6
629,BF,1e-06,15,10,0.9925078982567724,7
1112,BC,1e-06,15,20,0.12466595015307547,0
1112,BF,1e-06,15,20,0.9801515991764693,5
1112,BF,1e-06,15,20,0.982264145299474,6
1112,BF,1e-06,15,20,0.9839891992689469,7
755,BC,1e-06,15,30,0.13208711399614292,0
755,BF,1e-06,15,30,0.9785160094823158,5
755,BF,1e-06,15,30,0.9808046012060808,6
755,BF,1e-06,15,30,0.9826593381054467,7
989,BC,1e-06,15,40,0.16852985297517742,0
989,BF,1e-06,15,40,0.9636565753431588,5
989,BF,1e-06,15,40,0.9675203353501686,6
989,BF,1e-06,15,40,0.970661568712153,7
276,BC,1e-06,20,10,0.05952357718501511,0
276,BF,1e-06,20,10,0.9939112649118036,5
276,BF,1e-06,20,10,0.994308755678734,6
276,BF,1e-06,20,10,0.9946576091359628,7
774,BC,1e-06,20,20,0.10546553015517646,0
774,BF,1e-06,20,20,0.9860691524236562,5
774,BF,1e-06,20,20,0.9875628569577816,6
774,BF,1e-06,20,20,0.9887758968609645,7
1028,BC,1e-06,20,30,0.11851526102235055,0
1028,BF,1e-06,20,30,0.9824336649931322,5
1028,BF,1e-06,20,30,0.9843213650708738,6
1028,BF,1e-06,20,30,0.9858441438675262,7
763,BC,1e-06,20,40,0.11797279482715373,0
763,BF,1e-06,20,40,0.9831883622447202,5
763,BF,1e-06,20,40,0.9849826906612036,6
763,BF,1e-06,20,40,0.9864255717701707,7
487,BC,1e-06,30,10,0.047201485106711516,0
487,BF,1e-06,30,10,0.9958249713597255,5
487,BF,1e-06,30,10,0.9961022634172102,6
487,BF,1e-06,30,10,0.9963456850754797,7
252,BC,1e-06,30,20,0.0823393854814567,0
252,BF,1e-06,30,20,0.9916641832379629,5
252,BF,1e-06,30,20,0.9925582443760536,6
252,BF,1e-06,30,20,0.9932831468654526,7
1271,BC,1e-06,30,30,0.09451214385183737,0
1271,BF,1e-06,30,30,0.9888901672722517,5
1271,BF,1e-06,30,30,0.9900822092132973,6
1271,BF,1e-06,30,30,0.9910572957527604,7
187,BC,1e-06,30,40,0.11651984818129646,0
187,BF,1e-06,30,40,0.9795613396721177,5
187,BF,1e-06,30,40,0.9817584661321744,6
187,BF,1e-06,30,40,0.9835284335142532,7
1303,BC,1e-06,40,10,0.0389238388668689,0
1303,BF,1e-06,40,10,0.9966702962704899,5
1303,BF,1e-06,40,10,0.9968982597813258,6
1303,BF,1e-06,40,10,0.9970983138209933,7
698,BC,1e-06,40,20,0.07419841033705254,0
698,BF,1e-06,40,20,0.9931771643464468,5
698,BF,1e-06,40,20,0.9939113794417144,6
698,BF,1e-06,40,20,0.9945050622557106,7
211,BC,1e-06,40,30,0.07563906418316313,0
211,BF,1e-06,40,30,0.9929280714271577,5
211,BF,1e-06,40,30,0.9936938352786636,6
211,BF,1e-06,40,30,0.9943072604250073,7
708,BC,1e-06,40,40,0.09007510631520865,0
708,BF,1e-06,40,40,0.9889899495873589,5
708,BF,1e-06,40,40,0.990175461253758,6
708,BF,1e-06,40,40,0.9911306895740103,7
10439,BC,1e-05,10,10,0.09340965014999947,0
10439,BF,1e-05,10,10,0.9853472313899966,5
10439,BF,1e-05,10,10,0.9862990159168266,6
10439,BF,1e-05,10,10,0.9871243263095796,7
11607,BC,1e-05,10,20,0.2471829209916242,0
11607,BF,1e-05,10,20,0.9357005483234605,5
11607,BF,1e-05,10,20,0.942467072077024,6
11607,BF,1e-05,10,20,0.9479139089266094,7
4040,BC,1e-05,10,30,0.24164964812099599,0
4040,BF,1e-05,10,30,0.9352608882629585,5
4040,BF,1e-05,10,30,0.9419811236677089,6
4040,BF,1e-05,10,30,0.9473959163308002,7
9246,BC,1e-05,10,40,0.2806835940991359,0
9246,BF,1e-05,10,40,0.9145914959921269,5
9246,BF,1e-05,10,40,0.9232163738636376,6
9246,BF,1e-05,10,40,0.9302654414120245,7
7068,BC,1e-05,15,10,0.08514747254446042,0
7068,BF,1e-05,15,10,0.9874122377738197,5
7068,BF,1e-05,15,10,0.9882339920034451,6
7068,BF,1e-05,15,10,0.988955058808943,7
1595,BC,1e-05,15,20,0.13474698670867447,0
1595,BF,1e-05,15,20,0.9767504395047715,5
1595,BF,1e-05,15,20,0.9792435616684079,6
1595,BF,1e-05,15,20,0.9812527848396636,7
4343,BC,1e-05,15,30,0.1835908959297875,0
4343,BF,1e-05,15,30,0.9587002657508741,5
4343,BF,1e-05,15,30,0.9631047090251399,6
4343,BF,1e-05,15,30,0.9666633475561609,7
13447,BC,1e-05,15,40,0.16465001355315956,0
13447,BF,1e-05,15,40,0.968167476826154,5
13447,BF,1e-05,15,40,0.9715482750654617,6
13447,BF,1e-05,15,40,0.9742743105330213,7
6040,BC,1e-05,20,10,0.07405507054001792,0
6040,BF,1e-05,20,10,0.9902602151895671,5
6040,BF,1e-05,20,10,0.9909059054461911,6
6040,BF,1e-05,20,10,0.9914623142536809,7
6521,BC,1e-05,20,20,0.14404899886927802,0
6521,BF,1e-05,20,20,0.9733270830767218,5
6521,BF,1e-05,20,20,0.9761902640737073,6
6521,BF,1e-05,20,20,0.9784978363852397,7
15354,BC,1e-05,20,30,0.30746791571795506,0
15354,BF,1e-05,20,30,0.9176751334941294,5
15354,BF,1e-05,20,30,0.9266584467952595,6
15354,BF,1e-05,20,30,0.933893633968218,7
12926,BC,1e-05,20,40,0.3323579951139848,0
12926,BF,1e-05,20,40,0.9077973537677012,5
12926,BF,1e-05,20,40,0.9177472855262511,6
12926,BF,1e-05,20,40,0.9257917507781124,7
6684,BC,1e-05,30,10,0.06174026712212144,0
6684,BF,1e-05,30,10,0.9920767792107658,5
6684,BF,1e-05,30,10,0.9926091638326743,6
6684,BF,1e-05,30,10,0.9930744131706202,7
11009,BC,1e-05,30,20,0.1862144334686079,0
11009,BF,1e-05,30,20,0.9542082996773759,5
11009,BF,1e-05,30,20,0.959214728849071,6
11009,BF,1e-05,30,20,0.9632415303825471,7
19392,BC,1e-05,30,30,0.2763964435188646,0
19392,BF,1e-05,30,30,0.9164756490879018,5
19392,BF,1e-05,30,30,0.925579928604438,6
19392,BF,1e-05,30,30,0.9328504750879854,7
17670,BC,1e-05,30,40,0.2964167182687374,0
17670,BF,1e-05,30,40,0.933761317658846,5
17670,BF,1e-05,30,40,0.9412639194149723,6
17670,BF,1e-05,30,40,0.9472287044155256,7
4884,BC,1e-05,40,10,0.051709051610098644,0
4884,BF,1e-05,40,10,0.9940558312754869,5
4884,BF,1e-05,40,10,0.9944644490156024,6
4884,BF,1e-05,40,10,0.9948225001132418,7
4327,BC,1e-05,40,20,0.09854590264105745,0
4327,BF,1e-05,40,20,0.9880830262985527,5
4327,BF,1e-05,40,20,0.9893823753444154,6
4327,BF,1e-05,40,20,0.9904236252851585,7
14907,BC,1e-05,40,30,0.2617067317795503,0
14907,BF,1e-05,40,30,0.9151405573656562,5
14907,BF,1e-05,40,30,0.9242975632616418,6
14907,BF,1e-05,40,30,0.931754150853955,7
10444,BC,1e-05,40,40,0.2453287768095861,0
10444,BF,1e-05,40,40,0.9243391990477512,5
10444,BF,1e-05,40,40,0.9326036820665702,6
10444,BF,1e-05,40,40,0.9391691476422473,7
16488,BC,3e-05,10,10,0.10864157495437243,0
16488,BF,3e-05,10,10,0.9811396636396089,5
16488,BF,3e-05,10,10,0.9823660524633345,6
16488,BF,3e-05,10,10,0.9834552379500106,7
17131,BC,3e-05,10,20,0.27643172844604824,0
17131,BF,3e-05,10,20,0.9249248040670102,5
17131,BF,3e-05,10,20,0.9327981707441881,6
17131,BF,3e-05,10,20,0.9391532255043855,7
25056,BC,3e-05,10,30,0.45474843912230134,0
25056,BF,3e-05,10,30,0.8358899853178471,5
25056,BF,3e-05,10,30,0.8527981745576567,6
25056,BF,3e-05,10,30,0.8665822227291295,7
30499,BC,3e-05,10,40,0.5664640055403838,0
30499,BF,3e-05,10,40,0.7844885198647715,5
30499,BF,3e-05,10,40,0.8054242005622785,6
30499,BF,3e-05,10,40,0.8226073089971228,7
22470,BC,3e-05,15,10,0.12257735467443354,0
22470,BF,3e-05,15,10,0.9746857937903682,5
22470,BF,3e-05,15,10,0.9763241370870888,6
22470,BF,3e-05,15,10,0.9777822327983439,7
16948,BC,3e-05,15,20,0.22217548509869633,0
16948,BF,3e-05,15,20,0.9564955134413451,5
16948,BF,3e-05,15,20,0.9612387451173633,6
16948,BF,3e-05,15,20,0.965073774180045,7
10909,BC,3e-05,15,30,0.2991659509670569,0
10909,BF,3e-05,15,30,0.9101583680520915,5
10909,BF,3e-05,15,30,0.9197528832607167,6
10909,BF,3e-05,15,30,0.9274800515671898,7
10977,BC,3e-05,15,40,0.3985683371328297,0
10977,BF,3e-05,15,40,0.8617240828307351,5
10977,BF,3e-05,15,40,0.8763437301348466,6
10977,BF,3e-05,15,40,0.888181134401109,7
13263,BC,3e-05,20,10,0.08690131041573101,0
13263,BF,3e-05,20,10,0.9867213576803797,5
13263,BF,3e-05,20,10,0.9875915790789904,6
13263,BF,3e-05,20,10,0.988350600997662,7
40320,BC,3e-05,20,20,0.3909624301567338,0
40320,BF,3e-05,20,20,0.8917615555793187,5
40320,BF,3e-05,20,20,0.9037521175589521,6
40320,BF,3e-05,20,20,0.9133958500108014,7
10996,BC,3e-05,20,30,0.19177185438784927,0
10996,BF,3e-05,20,30,0.962111272359039,5
10996,BF,3e-05,20,30,0.9662351158023337,6
10996,BF,3e-05,20,30,0.9695547399665475,7
8301,BC,3e-05,20,40,0.31380885612723153,0
8301,BF,3e-05,20,40,0.9017245109553681,5
8301,BF,3e-05,20,40,0.9122380588273928,6
8301,BF,3e-05,20,40,0.9207784683861249,7
18196,BC,3e-05,30,10,0.06463590971352684,0
18196,BF,3e-05,30,10,0.9921138375997957,5
18196,BF,3e-05,30,10,0.9926384864884366,6
18196,BF,3e-05,30,10,0.9930972526177967,7
20516,BC,3e-05,30,20,0.21324935060689343,0
20516,BF,3e-05,30,20,0.9586792283292459,5
20516,BF,3e-05,30,20,0.9632663213591741,6
20516,BF,3e-05,30,20,0.9669468838958836,7
36260,BC,3e-05,30,30,0.47567810820316003,0
36260,BF,3e-05,30,30,0.8313188530364473,5
36260,BF,3e-05,30,30,0.8495112896708417,6
36260,BF,3e-05,30,30,0.8641822084123391,7
39215,BC,3e-05,30,40,0.39808455722513036,0
39215,BF,3e-05,30,40,0.9026241091515692,5
39215,BF,3e-05,30,40,0.91377539697405,6
39215,BF,3e-05,30,40,0.9225772348648223,7
13410,BC,3e-05,40,10,0.07623586838303986,0
13410,BF,3e-05,40,10,0.9876912380138622,5
13410,BF,3e-05,40,10,0.988542396764914,6
13410,BF,3e-05,40,10,0.9892927439768879,7
19828,BC,3e-05,40,20,0.23955650570215548,0
19828,BF,3e-05,40,20,0.9343612563658323,5
19828,BF,3e-05,40,20,0.9415254300816962,6
19828,BF,3e-05,40,20,0.9472828120929541,7
17423,BC,3e-05,40,30,0.28010614809197565,0
17423,BF,3e-05,40,30,0.9241242833832803,5
17423,BF,3e-05,40,30,0.9325094493036377,6
17423,BF,3e-05,40,30,0.9391855185561784,7
35634,BC,3e-05,40,40,0.4812438561744653,0
35634,BF,3e-05,40,40,0.8777957793360149,5
35634,BF,3e-05,40,40,0.891962653122079,6
35634,BF,3e-05,40,40,0.9031225147387855,7
475,BC,1e-06,10,10,0.08610381925354182,0
475,BF,1e-06,10,10,0.9876655308822783,5
475,BF,1e-06,10,10,0.9884642910659831,6
475,BF,1e-06,10,10,0.9891684275080015,7
1295,BC,1e-06,10,20,0.18793752697495858,0
1295,BF,1e-06,10,20,0.957557671283444,5
1295,BF,1e-06,10,20,0.9620457776169794,6
1295,BF,1e-06,10,20,0.9656420561575302,7
2014,BC,1e-06,10,30,0.22382918211812264,0
2014,BF,1e-06,10,30,0.9417495580772605,5
2014,BF,1e-06,10,30,0.9477959825872476,6
2014,BF,1e-06,10,30,0.9526992316809425,7
1562,BC,1e-06,10,40,0.27103552892058214,0
1562,BF,1e-06,10,40,0.9199314597698158,5
1562,BF,1e-06,10,40,0.9280902055030542,6
1562,BF,1e-06,10,40,0.9346955617764453,7
997,BC,1e-06,15,10,0.07023511868754484,0
997,BF,1e-06,15,10,0.9917148145408117,5
997,BF,1e-06,15,10,0.9922559254106943,6
997,BF,1e-06,15,10,0.9927333557553706,7
352,BC,1e-06,15,20,0.11699454570173673,0
352,BF,1e-06,15,20,0.9833681687810665,5
352,BF,1e-06,15,20,0.9851598461251586,6
352,BF,1e-06,15,20,0.9866070992165806,7
33,BC,1e-06,15,30,0.12716696565499297,0
33,BF,1e-06,15,30,0.980229365729558,5
33,BF,1e-06,15,30,0.982338847508219,6
33,BF,1e-06,15,30,0.9840501036749087,7
1205,BC,1e-06,15,40,0.15333516686972248,0
1205,BF,1e-06,15,40,0.9715140170368404,5
1205,BF,1e-06,15,40,0.9745428734172962,6
1205,BF,1e-06,15,40,0.977004061549199,7
468,BC,1e-06,20,10,0.0617478071500458,0
468,BF,1e-06,20,10,0.9934555887468802,5
468,BF,1e-06,20,10,0.9938857073221451,6
468,BF,1e-06,20,10,0.9942592544760229,7
1132,BC,1e-06,20,20,0.11028205807040392,0
1132,BF,1e-06,20,20,0.983824495087783,5
1132,BF,1e-06,20,20,0.9855605075453919,6
1132,BF,1e-06,20,20,0.986958305809035,7
1181,BC,1e-06,20,30,0.11981088711212007,0
1181,BF,1e-06,20,30,0.9807223539380354,5
1181,BF,1e-06,20,30,0.9827855096485701,6
1181,BF,1e-06,20,30,0.9844497298373525,7
1000,BC,1e-06,20,40,0.11402996228168405,0
1000,BF,1e-06,20,40,0.9843721433260247,5
1000,BF,1e-06,20,40,0.9860461649542328,6
1000,BF,1e-06,20,40,0.9873957420535845,7
1222,BC,1e-06,30,10,0.04880500534785892,0
1222,BF,1e-06,30,10,0.995536825607643,5
1222,BF,1e-06,30,10,0.9958370455301943,6
1222,BF,1e-06,30,10,0.9960976293558162,7
749,BC,1e-06,30,20,0.08606266362801618,0
749,BF,1e-06,30,20,0.9900742791120688,5
749,BF,1e-06,30,20,0.9911472450815211,6
749,BF,1e-06,30,20,0.9920129742139471,7
112,BC,1e-06,30,30,0.08718422624000621,0
112,BF,1e-06,30,30,0.9906484167938058,5
112,BF,1e-06,30,30,0.9916540160499537,6
112,BF,1e-06,30,30,0.992468331777401,7
1170,BC,1e-06,30,40,0.10125017316376428,0
1170,BF,1e-06,30,40,0.9875769701469519,5
1170,BF,1e-06,30,40,0.9889238269191513,6
1170,BF,1e-06,30,40,0.9900003645850673,7
459,BC,1e-06,40,10,0.03696660800755147,0
459,BF,1e-06,40,10,0.997151043395191,5
459,BF,1e-06,40,10,0.9973461590048665,6
459,BF,1e-06,40,10,0.9975175094973243,7
233,BC,1e-06,40,20,0.07041864547558252,0
233,BF,1e-06,40,20,0.9938917771061456,5
233,BF,1e-06,40,20,0.9945541115262312,6
233,BF,1e-06,40,20,0.9950864180117868,7
462,BC,1e-06,40,30,0.08164578332553729,0
462,BF,1e-06,40,30,0.9906340423814961,5
462,BF,1e-06,40,30,0.9916389864083135,6
462,BF,1e-06,40,30,0.9924588603714539,7
1248,BC,1e-06,40,40,0.08361710029385372,0
1248,BF,1e-06,40,40,0.9918730789183092,5
1248,BF,1e-06,40,40,0.9927541404547331,6
1248,BF,1e-06,40,40,0.9934656796077347,7
13435,BC,1e-05,10,10,0.121811745798455,0
13435,BF,1e-05,10,10,0.9744834210869222,5
13435,BF,1e-05,10,10,0.9761272411783456,6
13435,BF,1e-05,10,10,0.9775821900170237,7
9732,BC,1e-05,10,20,0.20257645940771973,0
9732,BF,1e-05,10,20,0.9522090814871232,5
9732,BF,1e-05,10,20,0.9572477927496481,6
9732,BF,1e-05,10,20,0.9612992747601998,7
26624,BC,1e-05,10,30,0.4612961803079598,0
26624,BF,1e-05,10,30,0.8312645286538113,5
26624,BF,1e-05,10,30,0.8486546477222028,6
26624,BF,1e-05,10,30,0.8627706143662011,7
6303,BC,1e-05,10,40,0.32969901244530764,0
6303,BF,1e-05,10,40,0.8917622838622412,5
6303,BF,1e-05,10,40,0.9027189539301814,6
6303,BF,1e-05,10,40,0.9117249895981844,7
7074,BC,1e-05,15,10,0.08490819203697697,0
7074,BF,1e-05,15,10,0.9872513833551014,5
7074,BF,1e-05,15,10,0.9880846886282028,6
7074,BF,1e-05,15,10,0.9888194547272499,7
10515,BC,1e-05,15,20,0.1608726771577751,0
10515,BF,1e-05,15,20,0.9655362204416978,5
10515,BF,1e-05,15,20,0.9691974012112644,6
10515,BF,1e-05,15,20,0.9721688869751951,7
14054,BC,1e-05,15,30,0.30591729221611064,0
14054,BF,1e-05,15,30,0.9131636498831572,5
14054,BF,1e-05,15,30,0.9225324112287792,6
14054,BF,1e-05,15,30,0.9300388552683886,7
8779,BC,1e-05,15,40,0.18938064991289638,0
8779,BF,1e-05,15,40,0.9625822545114961,5
8779,BF,1e-05,15,40,0.9665802462523234,6
8779,BF,1e-05,15,40,0.9698202243233307,7
2294,BC,1e-05,20,10,0.07343199652470833,0
2294,BF,1e-05,20,10,0.9908829733868066,5
2294,BF,1e-05,20,10,0.9914786467457383,6
2294,BF,1e-05,20,10,0.9920059098286351,7
14767,BC,1e-05,20,20,0.1831062640015999,0
14767,BF,1e-05,20,20,0.9682108357713366,5
14767,BF,1e-05,20,20,0.9716777403651385,6
14767,BF,1e-05,20,20,0.9744688178402106,7
9737,BC,1e-05,20,30,0.2170146085397705,0
9737,BF,1e-05,20,30,0.9472641865685203,5
9737,BF,1e-05,20,30,0.9529770760929579,6
9737,BF,1e-05,20,30,0.9575903412425233,7
6992,BC,1e-05,20,40,0.2302146711340851,0
6992,BF,1e-05,20,40,0.9423837277252438,5
6992,BF,1e-05,20,40,0.9485771150335096,6
6992,BF,1e-05,20,40,0.9535939048654855,7
6693,BC,1e-05,30,10,0.0755148420648386,0
6693,BF,1e-05,30,10,0.9889614721133627,5
6693,BF,1e-05,30,10,0.9897003837210271,6
6693,BF,1e-05,30,10,0.9903463534320744,7
1214,BC,1e-05,30,20,0.09225818752002768,0
1214,BF,1e-05,30,20,0.9898408025394415,5
1214,BF,1e-05,30,20,0.9909444853115545,6
1214,BF,1e-05,30,20,0.9918291635266134,7
1149,BC,1e-05,30,30,0.10757271323994966,0
1149,BF,1e-05,30,30,0.9868361984222898,5
1149,BF,1e-05,30,30,0.9882809466038041,6
1149,BF,1e-05,30,30,0.9894383904048463,7
6537,BC,1e-05,30,40,0.25521396811723174,0
6537,BF,1e-05,30,40,0.9258435323657246,5
6537,BF,1e-05,30,40,0.9338068854269239,6
6537,BF,1e-05,30,40,0.9402500856037165,7
21122,BC,1e-05,40,10,0.09241936974261633,0
21122,BF,1e-05,40,10,0.9796192587796116,5
21122,BF,1e-05,40,10,0.9810257557505925,6
21122,BF,1e-05,40,10,0.9822468613125132,7
7283,BC,1e-05,40,20,0.10352329242093994,0
7283,BF,1e-05,40,20,0.9844789589807313,5
7283,BF,1e-05,40,20,0.9861790540289292,6
7283,BF,1e-05,40,20,0.9875244768413315,7
9040,BC,1e-05,40,30,0.21130755922353006,0
9040,BF,1e-05,40,30,0.9466970647611344,5
9040,BF,1e-05,40,30,0.9524962557076461,6
9040,BF,1e-05,40,30,0.957143233567126,7
16982,BC,1e-05,40,40,0.13907342639002007,0
16982,BF,1e-05,40,40,0.9790517378315805,5
16982,BF,1e-05,40,40,0.9813468365199886,6
16982,BF,1e-05,40,40,0.9831988770804071,7
33902,BC,3e-05,10,10,0.16965451472550996,0
33902,BF,3e-05,10,10,0.9546843331427464,5
33902,BF,3e-05,10,10,0.9576460213247637,6
33902,BF,3e-05,10,10,0.9602317147559222,7
19597,BC,3e-05,10,20,0.3723903004895668,0
19597,BF,3e-05,10,20,0.8757094551635426,5
19597,BF,3e-05,10,20,0.8887458604565885,6
19597,BF,3e-05,10,20,0.8992904753268994,7
35603,BC,3e-05,10,30,0.3685137556232162,0
35603,BF,3e-05,10,30,0.8747415530528441,5
35603,BF,3e-05,10,30,0.8877081179137193,6
35603,BF,3e-05,10,30,0.8983306880175685,7
9431,BC,3e-05,10,40,0.3803374714095358,0
9431,BF,3e-05,10,40,0.8704239990393611,5
9431,BF,3e-05,10,40,0.8830247762411543,6
9431,BF,3e-05,10,40,0.8934075765820553,7
3142,BC,3e-05,15,10,0.07337220711823089,0
3142,BF,3e-05,15,10,0.9910040417546464,5
3142,BF,3e-05,15,10,0.9915922272470663,6
3142,BF,3e-05,15,10,0.9921004162130205,7
7512,BC,3e-05,15,20,0.16567767430578573,0
7512,BF,3e-05,15,20,0.9687847790054547,5
7512,BF,3e-05,15,20,0.9721529431921894,6
7512,BF,3e-05,15,20,0.9748579841500845,7
30745,BC,3e-05,15,30,0.5468533901738896,0
30745,BF,3e-05,15,30,0.8093907287681787,5
30745,BF,3e-05,15,30,0.8299994539391412,6
30745,BF,3e-05,15,30,0.8465249134623211,7
4575,BC,3e-05,15,40,0.3092123561404415,0
4575,BF,3e-05,15,40,0.9153156376037909,5
4575,BF,3e-05,15,40,0.9243658443271421,6
4575,BF,3e-05,15,40,0.9316402061026257,7
12680,BC,3e-05,20,10,0.09528146997193232,0
12680,BF,3e-05,20,10,0.9844768028519681,5
12680,BF,3e-05,20,10,0.9855060816892756,6
12680,BF,3e-05,20,10,0.9863994103136962,7
14659,BC,3e-05,20,20,0.23342273455110896,0
14659,BF,3e-05,20,20,0.9403551501955341,5
14659,BF,3e-05,20,20,0.9468086388711608,6
14659,BF,3e-05,20,20,0.951999492120332,7
61282,BC,3e-05,20,30,0.5868107383108507,0
61282,BF,3e-05,20,30,0.8002778665419125,5
61282,BF,3e-05,20,30,0.8224411856629594,6
61282,BF,3e-05,20,30,0.8401103812160264,7
29365,BC,3e-05,20,40,0.3785368101247437,0
29365,BF,3e-05,20,40,0.9045793982836351,5
29365,BF,3e-05,20,40,0.9151638488365503,6
29365,BF,3e-05,20,40,0.9236865083409418,7
32331,BC,3e-05,30,10,0.11488930091119509,0
32331,BF,3e-05,30,10,0.977700484916467,5
32331,BF,3e-05,30,10,0.9792244347530714,6
32331,BF,3e-05,30,10,0.9805321789523957,7
25212,BC,3e-05,30,20,0.37380555718937314,0
25212,BF,3e-05,30,20,0.8752986549095587,5
25212,BF,3e-05,30,20,0.8888849153653499,6
25212,BF,3e-05,30,20,0.8997412413933891,7
8059,BC,3e-05,30,30,0.1985745886820972,0
8059,BF,3e-05,30,30,0.951494636927829,5
8059,BF,3e-05,30,30,0.9567790720559101,6
8059,BF,3e-05,30,30,0.9610082627336209,7
20463,BC,3e-05,30,40,0.38133221248712257,0
20463,BF,3e-05,30,40,0.8723218671841585,5
20463,BF,3e-05,30,40,0.8861326216442861,6
20463,BF,3e-05,30,40,0.8972670769803874,7
29207,BC,3e-05,40,10,0.056604997627745735,0
29207,BF,3e-05,40,10,0.9939615448220489,5
29207,BF,3e-05,40,10,0.9943806634670165,6
29207,BF,3e-05,40,10,0.9947457817392806,7
21936,BC,3e-05,40,20,0.2703075162430416,0
21936,BF,3e-05,40,20,0.9337669683548242,5
21936,BF,3e-05,40,20,0.9410826911132134,6
21936,BF,3e-05,40,20,0.9469622223108972,7
36390,BC,3e-05,40,30,0.42375081453477803,0
36390,BF,3e-05,40,30,0.8755351500283439,5
36390,BF,3e-05,40,30,0.889377262304147,6
36390,BF,3e-05,40,30,0.9004348329369202,7
26716,BC,3e-05,40,40,0.5132884484776172,0
26716,BF,3e-05,40,40,0.8485765102387063,5
26716,BF,3e-05,40,40,0.8659143746107053,6
26716,BF,3e-05,40,40,0.8796513292352838,7
1712,BC,1e-06,10,10,0.08660031693277148,0
