pop_id,metric,mutation rate,coverage,k-length,score
0,BC,1e-06,20,20,0.10139100989119898
0,BC,1e-06,20,20,0.10080010879598011
0,BC,1e-06,20,20,1.0
0,BC,1e-06,20,20,1.0
0,BC,1e-06,20,20,1.0
