num diffs,metric,mutation rate,coverage,k-length,score
802,BC,1e-06,10,10,0.08916054511961435
BF,1e-06,10,10,0.9988544213283342
133,BC,1e-06,10,20,0.1705396513591949
BF,1e-06,10,20,0.9981531820521299
957,BC,1e-06,10,30,0.21631225394749232
BF,1e-06,10,30,0.9971387164309969
918,BC,1e-06,10,40,0.26251067559841257
BF,1e-06,10,40,0.9959057412214198
1482,BC,1e-06,20,10,0.06181264947373466
BF,1e-06,20,10,0.9994332706470479
924,BC,1e-06,20,20,0.10917737239464964
BF,1e-06,20,20,0.9991866904168285
343,BC,1e-06,20,30,0.11947823847398842
BF,1e-06,20,30,0.9990947957861286
561,BC,1e-06,20,40,0.12135279882249916
BF,1e-06,20,40,0.999056463989779
181,BC,1e-06,30,10,0.04637707936590629
BF,1e-06,30,10,0.9996811960966541
861,BC,1e-06,30,20,0.0830168466526846
BF,1e-06,30,20,0.9995728297742769
292,BC,1e-06,30,30,0.08796392230327632
BF,1e-06,30,30,0.9995116819991965
14481,BC,1e-05,10,10,0.1184686278400342
BF,1e-05,10,10,0.991734651639713
12495,BC,1e-05,10,20,0.18507929564348802
BF,1e-05,10,20,0.9904905471987163
4361,BC,1e-05,10,30,0.28256711265288137
BF,1e-05,10,30,0.979870857749133
14741,BC,1e-05,10,40,0.428358770546016
BF,1e-05,10,40,0.9609072083151928
11428,BC,1e-05,20,10,0.09496234006434445
BF,1e-05,20,10,0.9941569339843718
12897,BC,1e-05,20,20,0.17741950363784642
BF,1e-05,20,20,0.990365632136033
6041,BC,1e-05,20,30,0.10980961987626991
BF,1e-05,20,30,0.9966110061338487
7809,BC,1e-05,20,40,0.17102763803087262
BF,1e-05,20,40,0.9926994504264663
7657,BC,1e-05,30,10,0.08101373052365535
BF,1e-05,30,10,0.9954514523313703
6838,BC,1e-05,30,20,0.1427830620326892
BF,1e-05,30,20,0.9943039748080112
7203,BC,1e-05,30,30,0.1666790795138957
BF,1e-05,30,30,0.9920476580713923
2894,BC,1e-05,30,40,0.18479226989379616
BF,1e-05,30,40,0.9930537352719999
6027,BC,1e-05,40,10,0.04978495186234955
BF,1e-05,40,10,0.9982307863332438
7334,BC,1e-05,40,20,0.10711110007109381
BF,1e-05,40,20,0.9966529301476535
3720,BC,1e-05,40,30,0.10854498256042822
BF,1e-05,40,30,0.9966433690643853
7751,BC,1e-05,40,40,0.20718068471873974
BF,1e-05,40,40,0.9869203054596639
219,BC,1e-06,10,10,0.0868785561651172
BF,1e-06,10,10,0.995634751528076
573,BC,1e-06,10,20,0.16999927019400396
BF,1e-06,10,20,0.9916466056735052
1014,BC,1e-06,10,30,0.2103216453928819
BF,1e-06,10,30,0.9875264333155537
1711,BC,1e-06,10,40,0.2579926402709002
BF,1e-06,10,40,0.9817338055951846
966,BC,1e-06,20,10,0.06196277665050476
BF,1e-06,20,10,0.997744314377487
1758,BC,1e-06,20,20,0.10206189228125517
BF,1e-06,20,20,0.9970614048297892
300,BC,1e-06,20,30,0.12151897194685635
BF,1e-06,20,30,0.9956428602083085
1215,BC,1e-06,20,40,0.11861741323630237
BF,1e-06,20,40,0.9959999552676041
689,BC,1e-06,30,10,0.04800119199122588
BF,1e-06,30,10,0.9985456235281353
275,BC,1e-06,30,20,0.0813443574260716
BF,1e-06,30,20,0.9980843761311481
138,BC,1e-06,30,30,0.08643922636100498
BF,1e-06,30,30,0.9978172274329362
416,BC,1e-06,30,40,0.09722071745949168
BF,1e-06,30,40,0.9970276870376084
399,BC,1e-06,40,10,0.037247534549258554
BF,1e-06,40,10,0.9990245758748075
1090,BC,1e-06,40,20,0.0764095710671393
BF,1e-06,40,20,0.9981828009567155
236,BC,1e-06,40,30,0.07648364467685331
BF,1e-06,40,30,0.9982556605434822
212,BC,1e-06,40,40,0.08032861619770648
BF,1e-06,40,40,0.9981523338619963
