num diffs,metric,mutation rate,coverage,k-length,score
BF,1e-05,20,30,0.9715840965123654
9879,BC,1e-05,20,40,0.18298978746623473
BF,1e-05,20,40,0.9488953445785321
14977,BC,1e-05,30,10,0.09169212338071997
BF,1e-05,30,10,0.9852344745401083
13568,BC,1e-05,30,20,0.1575247771689845
BF,1e-05,30,20,0.9569765072495777
5770,BC,1e-05,30,30,0.1263637002677157
BF,1e-05,30,30,0.9747425716484159
9233,BC,1e-05,30,40,0.23140851816968777
BF,1e-05,30,40,0.9229386932344761
3995,BC,1e-05,40,10,0.05130222371676574
BF,1e-05,40,10,0.9852481948047066
12420,BC,1e-05,40,20,0.10951255478893429
BF,1e-05,40,20,0.9805377890919378
5307,BC,1e-05,40,30,0.11141582775886072
BF,1e-05,40,30,0.9804661478788466
12457,BC,1e-05,40,40,0.2537563814274678
BF,1e-05,40,40,0.8912982059006653
42966,BC,3e-05,10,10,0.12349113602917805
BF,3e-05,10,10,0.9781729610815221
730,BC,3e-05,10,20,0.1746701211137509
BF,3e-05,10,20,0.9466098780847259
18996,BC,3e-05,10,30,0.4168878511795714
BF,3e-05,10,30,0.7937341317782153
49292,BC,3e-05,10,40,0.49182418062164623
BF,3e-05,10,40,0.7590510496303509
2943,BC,3e-05,20,10,0.11422577226885566
BF,3e-05,20,10,0.9887663365258904
18407,BC,3e-05,20,20,0.3905540873304689
BF,3e-05,20,20,0.8148323662985274
27989,BC,3e-05,20,30,0.23274570744320655
BF,3e-05,20,30,0.9402595785085462
15128,BC,3e-05,20,40,0.6443569367819866
BF,3e-05,20,40,0.6628313470076659
9809,BC,3e-05,30,10,0.07625616809558744
BF,3e-05,30,10,0.9894394706093128
13462,BC,3e-05,30,20,0.2590499341597702
BF,3e-05,30,20,0.8967092440519976
34586,BC,3e-05,30,30,0.23360146950924188
BF,3e-05,30,30,0.9041396130308855
10351,BC,3e-05,30,40,0.3030570714315777
BF,3e-05,30,40,0.878426469650731
34581,BC,3e-05,40,10,0.1090815028700175
BF,3e-05,40,10,0.9695789291760755
41785,BC,3e-05,40,20,0.34545150701441507
BF,3e-05,40,20,0.8542200516211422
21938,BC,3e-05,40,30,0.1957466217186714
BF,3e-05,40,30,0.9560779433795916
16395,BC,3e-05,40,40,0.20941159600050196
BF,3e-05,40,40,0.9376841557022247
6852,BC,1e-05,10,10,0.09886738621134106
BF,1e-05,10,10,0.9855509105305921
9995,BC,1e-05,10,20,0.247326718434271
BF,1e-05,10,20,0.9079697040063639
7761,BC,1e-05,10,30,0.26393474386284455
BF,1e-05,10,30,0.8966654024829483
1645,BC,1e-05,10,40,0.2743606394303857
BF,1e-05,10,40,0.8876849046505854
7428,BC,1e-05,20,10,0.08461823704180582
BF,1e-05,20,10,0.9931155612870323
8951,BC,1e-05,20,20,0.12405813176361158
BF,1e-05,20,20,0.9744857556398152
15900,BC,1e-05,20,30,0.17726929398978808
BF,1e-05,20,30,0.9539057639256942
6678,BC,1e-05,20,40,0.20726026792715113
BF,1e-05,20,40,0.9188433861267797
5111,BC,1e-05,30,10,0.05384652791114608
BF,1e-05,30,10,0.9937655773911156
13879,BC,1e-05,30,20,0.15333858142886958
BF,1e-05,30,20,0.962971315587407
6699,BC,1e-05,30,30,0.19429714178501123
BF,1e-05,30,30,0.9301120877619258
5188,BC,1e-05,30,40,0.1410817408173899
BF,1e-05,30,40,0.9595877003395759
5439,BC,1e-05,40,10,0.05507867794119714
BF,1e-05,40,10,0.9843503933520118
5114,BC,1e-05,40,20,0.10262259446361688
BF,1e-05,40,20,0.9771265647869379
6109,BC,1e-05,40,30,0.14407087684753606
BF,1e-05,40,30,0.9662838530440357
5881,BC,1e-05,40,40,0.17619987400599357
BF,1e-05,40,40,0.9423428006807784
44082,BC,3e-05,10,10,0.13875656033479733
BF,3e-05,10,10,0.9721817581930031
49446,BC,3e-05,10,20,0.4769828387328561
BF,3e-05,10,20,0.7535266781488605
21058,BC,3e-05,10,30,0.4158794758738392
BF,3e-05,10,30,0.7996332221600441
13144,BC,3e-05,10,40,0.32028852944813124
BF,3e-05,10,40,0.8576169528421338
32845,BC,3e-05,20,10,0.12483316652034881
BF,3e-05,20,10,0.9856691426102281
44194,BC,3e-05,20,20,0.41128623945528675
BF,3e-05,20,20,0.816225123049116
19482,BC,3e-05,20,30,0.27975379938562206
BF,3e-05,20,30,0.8964762942399347
39624,BC,3e-05,20,40,0.5799255760762924
BF,3e-05,20,40,0.7079093103077866
34107,BC,3e-05,30,10,0.12502961140043034
BF,3e-05,30,10,0.9794038109094747
25534,BC,3e-05,30,20,0.28366276319979156
BF,3e-05,30,20,0.867977650012785
8360,BC,3e-05,30,30,0.22232834031310922
BF,3e-05,30,30,0.9084905689394851
22243,BC,3e-05,30,40,0.4048410497032666
BF,3e-05,30,40,0.7959660983074073
17710,BC,3e-05,40,10,0.11902069384890768
BF,3e-05,40,10,0.9547157345439736
16888,BC,3e-05,40,20,0.2062290292219452
BF,3e-05,40,20,0.9433619918648171
9392,BC,3e-05,40,30,0.13096294410192255
BF,3e-05,40,30,0.970890859244457
13092,BC,3e-05,40,40,0.33593682077204545
BF,3e-05,40,40,0.8389748777093429
13714,BC,1e-05,10,10,0.10347923154628391
BF,1e-05,10,10,0.9843361642727432
10973,BC,1e-05,10,20,0.23710368697683493
BF,1e-05,10,20,0.9136636880842255
7591,BC,1e-05,10,30,0.28582843214924747
BF,1e-05,10,30,0.8789850181591171
13489,BC,1e-05,10,40,0.3926700554541649
BF,1e-05,10,40,0.8106239239135463
9848,BC,1e-05,20,10,0.102910757448191
BF,1e-05,20,10,0.9896537596716127
3586,BC,1e-05,20,20,0.1460065057327069
BF,1e-05,20,20,0.9557395367978951
7819,BC,1e-05,20,30,0.12421620833582492
BF,1e-05,20,30,0.9740927608269906
5343,BC,1e-05,20,40,0.21592506429216674
BF,1e-05,20,40,0.9167396195489885
2797,BC,1e-05,30,10,0.05346786335608311
BF,1e-05,30,10,0.9941891448049346
3258,BC,1e-05,30,20,0.11044722471896429
BF,1e-05,30,20,0.9760222222380465
7054,BC,1e-05,30,30,0.13987439240862098
BF,1e-05,30,30,0.9660424452326198
13551,BC,1e-05,30,40,0.14090638168572267
BF,1e-05,30,40,0.9628440901302175
9076,BC,1e-05,40,10,0.06033750431211016
BF,1e-05,40,10,0.9836253740392322
1662,BC,1e-05,40,20,0.10992694124978353
BF,1e-05,40,20,0.9753753684733093
22911,BC,1e-05,40,30,0.30519372800457867
BF,1e-05,40,30,0.8655862094816488
6584,BC,1e-05,40,40,0.22256280031929887
BF,1e-05,40,40,0.9172421624616558
18795,BC,3e-05,10,10,0.1273491135386119
BF,3e-05,10,10,0.976347769506614
23002,BC,3e-05,10,20,0.18648130020363307
BF,3e-05,10,20,0.9412889355862288
2235,BC,3e-05,10,30,0.2421256001646429
BF,3e-05,10,30,0.908364860521748
15512,BC,3e-05,10,40,0.413937072649058
BF,3e-05,10,40,0.799384799690568
13903,BC,3e-05,20,10,0.07480639217705698
BF,3e-05,20,10,0.9943724778140398
15805,BC,3e-05,20,20,0.24223912351556653
BF,3e-05,20,20,0.8975065748131614
42671,BC,3e-05,20,30,0.6260944140754994
BF,3e-05,20,30,0.6553353920022373
30782,BC,3e-05,20,40,0.4855100451397948
BF,3e-05,20,40,0.7763827670151291
16943,BC,3e-05,30,10,0.08549911869082061
BF,3e-05,30,10,0.9897810249090566
22343,BC,3e-05,30,20,0.3392251140182502
BF,3e-05,30,20,0.8539962748462814
25117,BC,3e-05,30,30,0.40088050439649114
BF,3e-05,30,30,0.8428907811544495
7546,BC,3e-05,30,40,0.21112138353708754
BF,3e-05,30,40,0.9362960258759795
10648,BC,3e-05,40,10,0.06524136305974693
BF,3e-05,40,10,0.9830726057053555
25636,BC,3e-05,40,20,0.3618398953041905
BF,3e-05,40,20,0.8295423825202131
50117,BC,3e-05,40,30,0.5085935554981229
BF,3e-05,40,30,0.7598756446455172
31117,BC,3e-05,40,40,0.25747140981297656
BF,3e-05,40,40,0.9260830324591391
5684,BC,1e-05,10,10,0.10344214695038101
BF,1e-05,10,10,0.983754489004584
4700,BC,1e-05,10,20,0.20883590877453118
BF,1e-05,10,20,0.9282423952909487
16305,BC,1e-05,10,30,0.34558916765181324
BF,1e-05,10,30,0.8488109012112401
16320,
